SeverityLabel,ProductName,Description,ResourceTypes,ResourceIds
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-usqn2lj0eqr0
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1arnbyhkmb5m7
INFORMATIONAL,aws/securityhub,"This control checks whether the S3 bucket policy allows sensitive bucket-level or object-level actions from a principal in another AWS account. The control fails if any of the following actions are allowed in the S3 bucket policy for a principal in another AWS account: s3:DeleteBucketPolicy, s3:PutBucketAcl, s3:PutBucketPolicy, s3:PutObjectAcl, and s3:PutEncryptionConfiguration.",AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-6p9n9v402es9
MEDIUM,aws/securityhub,This control checks whether a network access control list (NACL) allows unrestricted access to the default ports for SSH/RDP ingress traffic. The rule fails if a NACL inbound entry allows a source CIDR block of '0.0.0.0/0' or '::/0' for ports 22 or 3389,AwsEc2NetworkAcl,arn:aws:ec2:us-east-1:997075698610:network-acl/acl-5f709222
INFORMATIONAL,aws/securityhub,"This control checks whether RSA certificates managed by AWS Certificate Manager use a key length of at least 2,048 bits. The control fails if the key length is smaller than 2,048 bits.",AwsCertificateManagerCertificate,arn:aws:acm:us-east-1:997075698610:certificate/64dab94b-9e1a-477c-9ad3-671e9de7790c
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1arnbyhkmb5m7
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-6p9n9v402es9
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::elasticbeanstalk-us-east-1-997075698610
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1oy4gouuiur2i
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-configs3bucket-10a0qiydy7qnz
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::aws-athena-query-results-997075698610-us-east-1
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::cf-templates-mdos4lpfty0-us-east-1
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-12sxau8zdewb
MEDIUM,aws/securityhub,This control checks if an Amazon S3 bucket has been configured to use Object Lock. The control fails if the S3 bucket isn't configured to use Object Lock.,AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
INFORMATIONAL,aws/securityhub,This control checks to see if there are any NACLs (Network Access Control List) that are unused. The control will check the item configuration of the resource AWS::EC2::NetworkAcl and determine the relationships of the NACL.,AwsEc2NetworkAcl,arn:aws:ec2:us-east-1:997075698610:network-acl/acl-00f7b69ca4b683a3b
INFORMATIONAL,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-18pp9lx8efvny
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-test-public-bucket
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::cf-templates-mdos4lpfty0-us-east-1
INFORMATIONAL,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prere-rarchivelogsbucket-y1bu7gg9eaxy
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::compliance-cis-benchmark-prerequis-ctrails3bucket-1arnbyhkmb5m7
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::brightkey-cloudtrail-write-demo
LOW,aws/securityhub,This control checks if a lifecycle policy is configured for an S3 bucket. This control fails if the lifecycle policy is not configured for an S3 bucket.,AwsS3Bucket,arn:aws:s3:::elasticbeanstalk-us-east-1-997075698610
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/aws-service-role/resource-explorer-2.amazonaws.com/AWSServiceRoleForResourceExplorer
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/admin_role_for_securityaudit
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/AmazonSSMRoleForAutomationAssumeQuickSetup
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/sameaccount-poweruser-role
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/demo-lambda-role-5b7d23dk
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/aws-reserved/sso.amazonaws.com/AWSReservedSSO_AdministratorAccess_b7e6a830400a9ac7
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/gsaws-function-role-omrflaov
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/snstoslack-role-zspf5rox
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/AWSCloud9SSMAccessRole
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/ec2-poweruser-role
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/aws-service-role/guardduty.amazonaws.com/AWSServiceRoleForAmazonGuardDuty
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/CloudWatchSyntheticsRole-bkwebsite-4aa-e56fc5100ff0
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/ec2-s3readonlypermissions
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/aws-service-role/opsdatasync.ssm.amazonaws.com/AWSServiceRoleForSystemsManagerOpsDataSync
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/aws-service-role/compute-optimizer.amazonaws.com/AWSServiceRoleForComputeOptimizer
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamUser,arn:aws:iam::997075698610:user/eng2
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/demo-function2-role-b5lpvme7
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/sysadmin-tasks
INFORMATIONAL,aws/securityhub,Checks whether the inline policies embedded in your IAM principals (Role/User/Group) allow the AWS Key Management Service (KMS) decryption actions on all KMS keys. This control fails if kms:Decrypt or kms:ReEncryptFrom actions are allowed on all KMS keys in an inline policy.,AwsIamRole,arn:aws:iam::997075698610:role/service-role/gs-demo-function-role-xyw7oxyy
